date,open,high,low,close,volume,Name
03-01-2017,37.89599991,37.93799973,37.38499832,37.68349838,70422000,AMZN
04-01-2017,37.91949844,37.98400116,37.70999908,37.85900116,50210000,AMZN
05-01-2017,38.07749939,39.11999893,38.01300049,39.02249908,116602000,AMZN
06-01-2017,39.11800003,39.97200012,38.92399979,39.79949951,119724000,AMZN
09-01-2017,39.90000153,40.08850098,39.58850098,39.84600067,68922000,AMZN
10-01-2017,39.83000183,39.90000153,39.47700119,39.79499817,51168000,AMZN
11-01-2017,39.68299866,39.97499847,39.4754982,39.95100021,59856000,AMZN
12-01-2017,40.01549911,40.70650101,39.97499847,40.68199921,97478000,AMZN
13-01-2017,40.7159996,41.08250046,40.56999969,40.85699844,75838000,AMZN
17-01-2017,40.78499985,40.79999924,40.17200089,40.48600006,73410000,AMZN
18-01-2017,40.47499847,40.58649826,40.21350098,40.37400055,47084000,AMZN
19-01-2017,40.5,40.67549896,40.36600113,40.45199966,50816000,AMZN
20-01-2017,40.76399994,40.80099869,40.31299973,40.41650009,67524000,AMZN
23-01-2017,40.34000015,40.92499924,40.25400162,40.89400101,55950000,AMZN
24-01-2017,41.09999847,41.19950104,40.72499847,41.12200165,59434000,AMZN
25-01-2017,41.28950119,41.87099838,41.26449966,41.82600021,78452000,AMZN
26-01-2017,41.7765007,42.19200134,41.65000153,41.95750046,71726000,AMZN
27-01-2017,41.95000076,41.98500061,41.47200012,41.78850174,59974000,AMZN
30-01-2017,41.65000153,41.67499924,40.81900024,41.51900101,74946000,AMZN
31-01-2017,41.1875,41.34949875,40.97800064,41.17399979,62744000,AMZN
01-02-2017,41.46049881,41.68899918,41.24700165,41.61750031,77004000,AMZN
02-02-2017,41.82949829,42.12450027,41.4129982,41.99750137,147010000,AMZN
03-02-2017,40.33599854,40.91500092,40.20000076,40.50999832,217376000,AMZN
06-02-2017,40.49000168,40.5359993,40.15000153,40.38199997,77946000,AMZN
07-02-2017,40.46549988,40.80799866,40.375,40.625,69322000,AMZN
08-02-2017,40.6344986,41.07400131,40.625,40.98550034,57160000,AMZN
09-02-2017,41.08000183,41.25,40.98550034,41.06800079,49698000,AMZN
10-02-2017,41.19100189,41.40000153,41.14250183,41.3730011,48592000,AMZN
13-02-2017,41.58100128,42.15000153,41.42750168,41.82649994,83452000,AMZN
14-02-2017,41.84999847,41.91550064,41.57249832,41.81949997,55848000,AMZN
15-02-2017,41.70000076,42.14049911,41.64099884,42.13499832,59378000,AMZN
16-02-2017,42.09199905,42.25,41.96900177,42.20700073,54294000,AMZN
17-02-2017,42.09999847,42.36349869,42.03649902,42.25350189,62246000,AMZN
21-02-2017,42.44200134,42.89899826,42.36249924,42.8219986,70154000,AMZN
22-02-2017,42.84749985,42.92150116,42.60900116,42.7804985,52340000,AMZN
23-02-2017,42.87850189,43.04299927,42.40000153,42.60950089,69240000,AMZN
24-02-2017,42.23450089,42.29050064,41.88750076,42.26200104,73760000,AMZN
27-02-2017,42.11899948,42.625,41.98350143,42.43199921,54272000,AMZN
28-02-2017,42.57249832,42.70449829,42.10250092,42.2519989,55874000,AMZN
01-03-2017,42.65250015,42.74150085,42.45050049,42.65399933,55202000,AMZN
02-03-2017,42.65399933,42.74100113,42.36399841,42.44549942,42642000,AMZN
03-03-2017,42.36000061,42.59949875,42.31349945,42.49399948,38822000,AMZN
06-03-2017,42.26150131,42.42449951,42.05599976,42.33050156,52208000,AMZN
07-03-2017,42.27399826,42.42300034,42.1875,42.30099869,44952000,AMZN
08-03-2017,42.40000153,42.6534996,42.33950043,42.52500153,45730000,AMZN
09-03-2017,42.54999924,42.81999969,42.51549911,42.65000153,40964000,AMZN
10-03-2017,42.84999847,42.86750031,42.58599854,42.6230011,48728000,AMZN
13-03-2017,42.58850098,42.78450012,42.58549881,42.72949982,38194000,AMZN
14-03-2017,42.67750168,42.6875,42.37749863,42.62649918,42612000,AMZN
15-03-2017,42.71649933,42.72249985,42.35549927,42.64849854,51244000,AMZN
16-03-2017,42.76499939,42.77500153,42.52550125,42.67100143,36846000,AMZN
17-03-2017,42.67449951,42.69150162,42.5320015,42.6155014,67688000,AMZN
20-03-2017,42.57550049,42.88999939,42.55049896,42.8484993,45654000,AMZN
21-03-2017,42.94200134,43.13999939,42.06549835,42.15999985,87658000,AMZN
22-03-2017,42.02149963,42.46849823,41.95249939,42.40299988,53174000,AMZN
23-03-2017,42.40999985,42.54449844,42.24000168,42.36899948,39060000,AMZN
24-03-2017,42.58399963,42.59000015,42.17649841,42.2804985,42766000,AMZN
27-03-2017,41.9034996,42.51499939,41.67499924,42.3409996,55116000,AMZN
28-03-2017,42.58750153,42.92300034,42.50500107,42.79999924,60832000,AMZN
29-03-2017,42.95249939,43.8219986,42.95100021,43.7159996,89716000,AMZN
30-03-2017,43.74750137,43.85300064,43.58300018,43.81700134,55254000,AMZN
31-03-2017,43.84999847,44.51750183,43.83250046,44.32699966,79152000,AMZN
03-04-2017,44.40000153,44.67449951,44.27099991,44.57550049,68446000,AMZN
04-04-2017,44.57500076,45.42699814,44.51399994,45.34149933,99694000,AMZN
05-04-2017,45.54100037,46.18600082,45.28099823,45.4640007,150168000,AMZN
06-04-2017,45.68999863,45.85950089,44.72449875,44.91400146,126882000,AMZN
07-04-2017,44.98249817,45.00450134,44.46549988,44.74399948,74218000,AMZN
10-04-2017,44.98149872,45.42549896,44.95000076,45.35200119,63686000,AMZN
11-04-2017,45.35200119,45.56200027,44.875,45.11800003,60254000,AMZN
12-04-2017,45.15449905,45.20449829,44.76250076,44.81150055,49122000,AMZN
13-04-2017,44.57249832,44.74850082,44.22449875,44.23350143,63492000,AMZN
17-04-2017,44.375,45.11899948,44.375,45.09949875,57094000,AMZN
18-04-2017,45.04949951,45.48049927,45.03900146,45.18899918,59984000,AMZN
19-04-2017,45.39199829,45.52500153,44.86849976,44.95999908,57404000,AMZN
20-04-2017,44.98500061,45.26599884,44.8144989,45.10300064,56288000,AMZN
21-04-2017,45.13349915,45.18249893,44.83850098,44.92649841,48410000,AMZN
24-04-2017,45.43399811,45.49950027,45.19100189,45.37049866,62458000,AMZN
25-04-2017,45.35200119,45.47399902,45.15000153,45.38100052,67612000,AMZN
26-04-2017,45.51499939,45.78749847,45.37799835,45.46450043,52178000,AMZN
27-04-2017,45.7195015,46.0929985,45.60549927,45.91899872,106110000,AMZN
28-04-2017,47.44150162,47.47949982,46.21649933,46.24950027,147294000,AMZN
01-05-2017,46.38999939,47.72000122,46.38999939,47.41149902,109330000,AMZN
02-05-2017,47.33250046,47.50500107,47.07049942,47.34700012,76976000,AMZN
03-05-2017,47.29999924,47.29999924,46.79499817,47.05149841,71654000,AMZN
04-05-2017,47.23749924,47.25,46.71099854,46.87649918,48368000,AMZN
05-05-2017,47.02600098,47.03950119,46.51499939,46.70750046,57328000,AMZN
08-05-2017,47.04750061,47.45249939,46.96049881,47.45199966,68314000,AMZN
09-05-2017,47.63999939,47.89450073,47.50999832,47.64099884,65242000,AMZN
10-05-2017,47.67499924,47.6875,47.25,47.44749832,41930000,AMZN
11-05-2017,47.25550079,47.51449966,47.03900146,47.38100052,43882000,AMZN
12-05-2017,47.72499847,48.13949966,47.57649994,48.06750107,72518000,AMZN
15-05-2017,47.93650055,48.15750122,47.8030014,47.89849854,85412000,AMZN
16-05-2017,48.04999924,48.50299835,48.04550171,48.30350113,62522000,AMZN
17-05-2017,47.73500061,48.02000046,47.20600128,47.23799896,102912000,AMZN
18-05-2017,47.24000168,48.13750076,47.23799896,47.92449951,78786000,AMZN
19-05-2017,48.14199829,48.44599915,47.98600006,47.99200058,79442000,AMZN
22-05-2017,48.20000076,48.56900024,48.14500046,48.53350067,52844000,AMZN
23-05-2017,48.75099945,48.75999832,48.34249878,48.57699966,48312000,AMZN
24-05-2017,48.79999924,49.04999924,48.51150131,49.01750183,48920000,AMZN
25-05-2017,49.24250031,49.95000076,49.10549927,49.66899872,96440000,AMZN
26-05-2017,49.75,49.93249893,49.46250153,49.78900146,69384000,AMZN
30-05-2017,49.82550049,50.06000137,49.77600098,49.83499908,65262000,AMZN
31-05-2017,50,50.00600052,49.10800171,49.73099899,78262000,AMZN
01-06-2017,49.92950058,49.94950104,49.56850052,49.79750061,49096000,AMZN
02-06-2017,49.94950104,50.42399979,49.78350067,50.33649826,75046000,AMZN
05-06-2017,50.36149979,50.66049957,50.17549896,50.56700134,54398000,AMZN
06-06-2017,50.59999847,50.82500076,50.0625,50.15000153,66928000,AMZN
07-06-2017,50.29750061,50.51250076,50.09999847,50.50350189,56460000,AMZN
08-06-2017,50.60300064,50.68050003,50.30550003,50.51350021,55358000,AMZN
09-06-2017,50.625,50.6495018,46.34999847,48.91550064,152954000,AMZN
12-06-2017,48.34999847,48.79750061,47.25,48.24549866,188944000,AMZN
13-06-2017,48.8995018,49.22499847,48.30500031,49.03950119,91600000,AMZN
14-06-2017,49.42950058,49.51699829,48.33549881,48.82350159,79498000,AMZN
15-06-2017,47.93500137,48.28649902,47.54299927,48.20849991,107478000,AMZN
16-06-2017,49.79999924,49.98749924,49.09999847,49.38550186,229454000,AMZN
19-06-2017,50.84999847,50.84999847,49.49499893,49.75849915,100868000,AMZN
20-06-2017,49.90000153,50.24399948,49.60100174,49.62950134,81536000,AMZN
21-06-2017,49.93500137,50.13600159,49.63249969,50.11149979,58450000,AMZN
22-06-2017,50.11149979,50.34799957,49.86000061,50.06499863,45068000,AMZN
23-06-2017,50.1269989,50.23099899,49.90100098,50.18700027,57582000,AMZN
