date,open,high,low,close,volume,Name
10-05-2019,42,45,41.06000137,41.56999969,186322500,UBER
13-05-2019,38.79000092,39.24000168,36.08000183,37.09999847,79442400,UBER
14-05-2019,38.31000137,39.95999908,36.84999847,39.95999908,46661100,UBER
15-05-2019,39.36999893,41.88000107,38.95000076,41.29000092,36086100,UBER
16-05-2019,41.47999954,44.06000137,41.25,43,38115500,UBER
17-05-2019,41.97999954,43.29000092,41.27000046,41.90999985,20225700,UBER
20-05-2019,41.18999863,41.68000031,39.45999908,41.59000015,29222300,UBER
21-05-2019,42,42.24000168,41.25,41.5,10802900,UBER
22-05-2019,41.04999924,41.27999878,40.5,41.25,9089500,UBER
23-05-2019,40.79999924,41.09000015,40.02000046,40.47000122,11119900,UBER
24-05-2019,41.27999878,41.50999832,40.5,41.50999832,8786800,UBER
28-05-2019,41.70000076,41.79999924,40.59999847,40.95000076,13391600,UBER
29-05-2019,40.52000046,40.70999908,39.14699936,39.93999863,14060400,UBER
30-05-2019,40.06999969,40.38000107,39.5,39.79999924,26451900,UBER
31-05-2019,41.15000153,41.56999969,39.40999985,40.40999985,23209800,UBER
03-06-2019,40.74399948,41.84999847,40.24000168,41.25,16605300,UBER
04-06-2019,42.56000137,42.88000107,40.70000076,42.75,23432100,UBER
05-06-2019,42.86999893,45.65999985,42.5,45,28609600,UBER
06-06-2019,45,45.75,44.27999878,44.91999817,16403700,UBER
07-06-2019,44.91999817,45.66999817,44.13000107,44.15999985,12654700,UBER
10-06-2019,44.02000046,44.59000015,42.52999878,42.61000061,11618700,UBER
11-06-2019,43.22000122,43.65000153,41.79999924,42.45000076,9095000,UBER
12-06-2019,42.52000046,42.65000153,41.70999908,42.16999817,5965300,UBER
13-06-2019,43.04999924,44.34999847,42.79999924,44.31000137,10178900,UBER
14-06-2019,44.75,44.79999924,43.11000061,43.22999954,7902200,UBER
17-06-2019,43.27999878,44.07899857,42.93000031,43.77999878,6557600,UBER
18-06-2019,44.29999924,44.88999939,43.75,43.86000061,7313600,UBER
19-06-2019,44.45999908,45.5,43.95000076,44.86000061,10331500,UBER
20-06-2019,45.02999878,45.29000092,43.50999832,43.86000061,9567400,UBER
21-06-2019,43.84999847,44.13999939,43.38000107,44,4974000,UBER
