date,open,high,low,close,volume,Name
13-01-2021,90.90000153,103,90.01000214,96.36499786,25159000,AFRM
14-01-2021,103.5,137.9799957,101,114.9400024,20858700,AFRM
15-01-2021,123.0540009,127.2399979,107,117,8310700,AFRM
19-01-2021,117,117.6750031,108,110.9899979,3304900,AFRM
20-01-2021,110,112,103.25,106.2099991,5091400,AFRM
21-01-2021,107.1600037,109.9000015,104.3000031,108.9700012,1735300,AFRM
22-01-2021,107.1900024,121,107.1900024,119.9499969,4343500,AFRM
25-01-2021,117.1100006,123.4489975,108,112.6999969,2660000,AFRM
26-01-2021,113.8399963,114,109.5100021,110.0800018,1287400,AFRM
27-01-2021,105.7399979,108.9000015,100.8000031,105.2900009,2259300,AFRM
28-01-2021,105,106.2900009,97.20500183,99.41999817,2097400,AFRM
29-01-2021,100,104.5839996,97.59999847,99.58999634,1836300,AFRM
01-02-2021,100,107.6500015,99.62400055,107.6100006,1266000,AFRM
02-02-2021,110,118.8000031,110,113,1875600,AFRM
03-02-2021,115.9509964,115.9899979,109.0999985,110.9499969,1451700,AFRM
04-02-2021,110.0599976,110.5,106.3799973,108.7699966,1692700,AFRM
05-02-2021,108.8300018,109.413002,101.25,103.4499969,2932300,AFRM
08-02-2021,109.4599991,123.5,109,122.7600021,3417400,AFRM
09-02-2021,121.4899979,144.8999939,117.0400009,131,4056800,AFRM
10-02-2021,141.9499969,146.8999939,129,136.2299957,2353000,AFRM
11-02-2021,140,140.5,131.1600037,139.9900055,2285600,AFRM
12-02-2021,129.6399994,131.6699982,123.0100021,125.8899994,4903500,AFRM
16-02-2021,129.3000031,129.3000031,115,119.1500015,5642300,AFRM
17-02-2021,116.6299973,117.5,110.8000031,112.5299988,2786700,AFRM
18-02-2021,109.6399994,109.9499969,104.6100006,105.5500031,3589200,AFRM
19-02-2021,110.2900009,110.75,105,105.9899979,2973900,AFRM
22-02-2021,105.0100021,105.7200012,102,104.8300018,2955600,AFRM
23-02-2021,99.26000214,102.3499985,91.09999847,102.0100021,4105200,AFRM
24-02-2021,99.27999878,103.75,98.70500183,102.4899979,1894100,AFRM
25-02-2021,99.93000031,101,90,94.19499969,5472000,AFRM
26-02-2021,92.18000031,97.81999969,91.02999878,93.05999756,2596700,AFRM
01-03-2021,95.5,96.34999847,90.80999756,91.44000244,2913300,AFRM
02-03-2021,92.69999695,98.19000244,91,91.80000305,3733500,AFRM
03-03-2021,91.65000153,92.37999725,83.93000031,86.30999756,6083900,AFRM
04-03-2021,85,85.44999695,77.09999847,84.45999908,5611100,AFRM
05-03-2021,82.82499695,83.04000092,70.05000305,81.13999939,5385300,AFRM
08-03-2021,80.08399963,80.25,72.94999695,74.30999756,3771900,AFRM
09-03-2021,77.25,81.18000031,75.77999878,79.66000366,3712800,AFRM
10-03-2021,82.70500183,85.19000244,78.30000305,80.76000214,2130900,AFRM
11-03-2021,82.36000061,83.5,80.25,81.25,2228900,AFRM
12-03-2021,78,80.07499695,76.01000214,79.56999969,2276800,AFRM
15-03-2021,80,82.77999878,79,81.34999847,1885200,AFRM
16-03-2021,82.22000122,84.19999695,79.5,80.80000305,1609300,AFRM
17-03-2021,78.98999786,81.33999634,76.76999664,81.08999634,1424700,AFRM
18-03-2021,79.87000275,80.47000122,73.09999847,74.38999939,4230700,AFRM
19-03-2021,74.15899658,78.51000214,71.51000214,77.37000275,3185200,AFRM
22-03-2021,77.80999756,83.45999908,77.80999756,81.98999786,2158000,AFRM
23-03-2021,81.22000122,81.75,78.19999695,78.87000275,963800,AFRM
24-03-2021,79.48000336,79.80000305,72.51999664,72.62999725,1555000,AFRM
25-03-2021,70.62000275,71.30000305,67.72000122,69.55999756,2244400,AFRM
26-03-2021,70,72.37000275,67.01999664,69.72000122,1474100,AFRM
29-03-2021,69.72000122,73.91999817,68.66999817,69.98999786,1984400,AFRM
30-03-2021,69.68699646,69.74099731,65.76999664,66.38999939,2254700,AFRM
31-03-2021,67.71399689,71.19999695,65.65000153,70.72000122,2296000,AFRM
01-04-2021,73,74.97000122,70.37000275,71.44999695,1661000,AFRM
05-04-2021,71.73999786,72.40799713,68.40000153,69.38999939,1154800,AFRM
06-04-2021,70.37000275,73.5,69.69999695,73,1909100,AFRM
07-04-2021,72.73100281,72.73100281,69.75,71.5,1264500,AFRM
08-04-2021,72.76999664,72.90000153,68.97000122,69.80999756,1091200,AFRM
09-04-2021,69.43000031,71.19999695,68.37999725,70.70999908,1070800,AFRM
12-04-2021,71.43000031,71.47000122,66.73000336,67.93000031,1890900,AFRM
13-04-2021,67.98999786,70.18000031,65.30999756,70.11000061,2493400,AFRM
14-04-2021,70.18000031,72.19999695,68.62999725,68.73000336,1540600,AFRM
15-04-2021,70.34999847,70.58999634,67.48000336,68.66999817,1222600,AFRM
16-04-2021,70,70.13999939,67.18000031,69.72000122,1315300,AFRM
19-04-2021,68.5,69.55999756,65.16000366,66.01999664,1948300,AFRM
20-04-2021,65.41000366,67.19000244,63.02399826,65,1855200,AFRM
21-04-2021,64.47000122,67.63999939,63.79000092,67.55000305,1160400,AFRM
22-04-2021,67.73000336,70.37000275,67.09999847,68.62000275,1309800,AFRM
23-04-2021,68.65000153,74.59999847,68.65000153,74.12000275,2585200,AFRM
26-04-2021,74.5,78.76000214,73.69999695,77.97000122,2272900,AFRM
27-04-2021,78.19000244,78.34999847,74.72000122,76.37000275,959100,AFRM
28-04-2021,75.30999756,77.70800018,75.30999756,77.20999908,1145100,AFRM
29-04-2021,78.88999939,79.30000305,72.80000305,74.01999664,1886800,AFRM
30-04-2021,72.62999725,74.29499817,70.23000336,70.5,1764900,AFRM
03-05-2021,71.69999695,71.75,66.30999756,66.77999878,1534000,AFRM
04-05-2021,65.76999664,66,60.13000107,62.16999817,4054400,AFRM
05-05-2021,62.86000061,63.70000076,55.84999847,57.59999847,4970400,AFRM
06-05-2021,57.81999969,57.90999985,52.47999954,54.43999863,3879500,AFRM
